Model,Dataset,Feature Combination,Accuracy,Precision,Recall,F1 Score,CV_scores(5fold)
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+GLCM+Edge,0.8815,0.8928,0.8815,0.881,0.8626
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+GLCM+Edge,0.9573,0.9573,0.9573,0.9573,0.9488
Random Forest,BC-15,Enhanced Color+Zernike moments+GLCM+Edge,0.9267,0.9269,0.9267,0.9266,0.9142
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+GLCM+Edge2,0.8888,0.8983,0.8888,0.8884,0.8602
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+GLCM+Edge2,0.9573,0.9573,0.9573,0.9573,0.9504
Random Forest,BC-15,Enhanced Color+Zernike moments+GLCM+Edge2,0.9243,0.9246,0.9243,0.9242,0.9174
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+Edge+Edge2,0.8727,0.8844,0.8727,0.872,0.84
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+Edge+Edge2,0.9557,0.9557,0.9557,0.9557,0.9456
Random Forest,BC-15,Enhanced Color+Zernike moments+Edge+Edge2,0.9251,0.9256,0.9251,0.925,0.9071
K-Nearest Neighbors,BC-15,Enhanced Color+LBP+GLCM+Edge,0.8541,0.8647,0.8541,0.8534,0.8372
Support Vector Machine,BC-15,Enhanced Color+LBP+GLCM+Edge,0.9243,0.9245,0.9243,0.9243,0.9226
Random Forest,BC-15,Enhanced Color+LBP+GLCM+Edge,0.8928,0.8931,0.8928,0.8928,0.8864
K-Nearest Neighbors,BC-15,Enhanced Color+LBP+GLCM+Edge2,0.859,0.8701,0.859,0.8583,0.8423
Support Vector Machine,BC-15,Enhanced Color+LBP+GLCM+Edge2,0.9299,0.93,0.9299,0.9299,0.9222
Random Forest,BC-15,Enhanced Color+LBP+GLCM+Edge2,0.8977,0.8977,0.8977,0.8976,0.89
K-Nearest Neighbors,BC-15,Enhanced Color+LBP+Edge+Edge2,0.838,0.8521,0.838,0.8369,0.8169
Support Vector Machine,BC-15,Enhanced Color+LBP+Edge+Edge2,0.9226,0.9228,0.9226,0.9227,0.9087
Random Forest,BC-15,Enhanced Color+LBP+Edge+Edge2,0.8969,0.8971,0.8969,0.8968,0.8821
K-Nearest Neighbors,BC-15,Enhanced Color+GLCM+Edge+Edge2,0.8364,0.8428,0.8364,0.836,0.834
Support Vector Machine,BC-15,Enhanced Color+GLCM+Edge+Edge2,0.9283,0.9285,0.9283,0.9283,0.9154
Random Forest,BC-15,Enhanced Color+GLCM+Edge+Edge2,0.884,0.8843,0.884,0.8839,0.8737
K-Nearest Neighbors,BC-15,Zernike moments+LBP+GLCM+Edge,0.8195,0.835,0.8195,0.818,0.8034
Support Vector Machine,BC-15,Zernike moments+LBP+GLCM+Edge,0.9073,0.9073,0.9073,0.9073,0.9051
Random Forest,BC-15,Zernike moments+LBP+GLCM+Edge,0.8614,0.8615,0.8614,0.8614,0.8523
K-Nearest Neighbors,BC-15,Zernike moments+LBP+GLCM+Edge2,0.8187,0.8316,0.8187,0.8175,0.8122
Support Vector Machine,BC-15,Zernike moments+LBP+GLCM+Edge2,0.9065,0.9065,0.9065,0.9065,0.9039
Random Forest,BC-15,Zernike moments+LBP+GLCM+Edge2,0.8654,0.8656,0.8654,0.8655,0.8539
K-Nearest Neighbors,BC-15,Zernike moments+LBP+Edge+Edge2,0.7945,0.8212,0.7945,0.7911,0.7768
Support Vector Machine,BC-15,Zernike moments+LBP+Edge+Edge2,0.8928,0.8931,0.8928,0.8928,0.888
Random Forest,BC-15,Zernike moments+LBP+Edge+Edge2,0.863,0.8632,0.863,0.863,0.8336
K-Nearest Neighbors,BC-15,Zernike moments+GLCM+Edge+Edge2,0.8098,0.8215,0.8098,0.8087,0.7899
Support Vector Machine,BC-15,Zernike moments+GLCM+Edge+Edge2,0.8952,0.8952,0.8952,0.8952,0.8868
Random Forest,BC-15,Zernike moments+GLCM+Edge+Edge2,0.8477,0.848,0.8477,0.8477,0.8455
K-Nearest Neighbors,BC-15,LBP+GLCM+Edge+Edge2,0.751,0.7552,0.751,0.7505,0.7426
Support Vector Machine,BC-15,LBP+GLCM+Edge+Edge2,0.8098,0.8099,0.8098,0.8098,0.7995
Random Forest,BC-15,LBP+GLCM+Edge+Edge2,0.7776,0.7778,0.7776,0.7776,0.7613
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.8928,0.9082,0.8928,0.8921,0.8773
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.967,0.967,0.967,0.967,0.9559
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM,0.9476,0.9476,0.9476,0.9476,0.9341
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.8856,0.9005,0.8856,0.8848,0.861
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.9637,0.9637,0.9637,0.9637,0.9559
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+LBP+Edge,0.9525,0.9525,0.9525,0.9525,0.9341
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+LBP+Edge2,0.8848,0.8999,0.8848,0.884,0.8598
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+LBP+Edge2,0.9621,0.9621,0.9621,0.9621,0.9559
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+LBP+Edge2,0.9484,0.9485,0.9484,0.9484,0.9273
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.8952,0.908,0.8952,0.8947,0.8686
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.9686,0.9686,0.9686,0.9686,0.9591
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+GLCM+Edge,0.9492,0.9493,0.9492,0.9492,0.9337
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+GLCM+Edge2,0.8969,0.9101,0.8969,0.8963,0.8733
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+GLCM+Edge2,0.967,0.967,0.967,0.967,0.9587
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+GLCM+Edge2,0.9476,0.9476,0.9476,0.9476,0.9341
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+Edge+Edge2,0.8872,0.8997,0.8872,0.8866,0.8602
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+Edge+Edge2,0.9645,0.9645,0.9645,0.9645,0.9559
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+Edge+Edge2,0.9525,0.9525,0.9525,0.9525,0.9392
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+LBP+GLCM+Edge,0.884,0.8993,0.884,0.8832,0.859
Support Vector Machine,BC-15,Basic+Enhanced Color+LBP+GLCM+Edge,0.9629,0.963,0.9629,0.9629,0.9504
Random Forest,BC-15,Basic+Enhanced Color+LBP+GLCM+Edge,0.9436,0.9436,0.9436,0.9436,0.9337
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+LBP+GLCM+Edge2,0.892,0.9046,0.892,0.8914,0.8598
Support Vector Machine,BC-15,Basic+Enhanced Color+LBP+GLCM+Edge2,0.9589,0.9591,0.9589,0.9589,0.9496
Random Forest,BC-15,Basic+Enhanced Color+LBP+GLCM+Edge2,0.9476,0.9476,0.9476,0.9476,0.9289
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+LBP+Edge+Edge2,0.8719,0.8881,0.8719,0.8709,0.84
Support Vector Machine,BC-15,Basic+Enhanced Color+LBP+Edge+Edge2,0.9525,0.9525,0.9525,0.9525,0.944
Random Forest,BC-15,Basic+Enhanced Color+LBP+Edge+Edge2,0.9476,0.9477,0.9476,0.9476,0.9289
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+GLCM+Edge+Edge2,0.8928,0.9043,0.8928,0.8923,0.8539
Support Vector Machine,BC-15,Basic+Enhanced Color+GLCM+Edge+Edge2,0.9605,0.9605,0.9605,0.9605,0.9519
Random Forest,BC-15,Basic+Enhanced Color+GLCM+Edge+Edge2,0.95,0.95,0.95,0.95,0.9325
K-Nearest Neighbors,BC-15,Basic+Zernike moments+LBP+GLCM+Edge,0.8332,0.8505,0.8332,0.8317,0.8197
Support Vector Machine,BC-15,Basic+Zernike moments+LBP+GLCM+Edge,0.9347,0.9347,0.9347,0.9347,0.9273
Random Forest,BC-15,Basic+Zernike moments+LBP+GLCM+Edge,0.8952,0.8957,0.8952,0.8953,0.8765
K-Nearest Neighbors,BC-15,Basic+Zernike moments+LBP+GLCM+Edge2,0.8356,0.8533,0.8356,0.8341,0.8257
Support Vector Machine,BC-15,Basic+Zernike moments+LBP+GLCM+Edge2,0.9363,0.9363,0.9363,0.9363,0.9277
Random Forest,BC-15,Basic+Zernike moments+LBP+GLCM+Edge2,0.9001,0.9001,0.9001,0.9001,0.8709
K-Nearest Neighbors,BC-15,Basic+Zernike moments+LBP+Edge+Edge2,0.8251,0.8489,0.8251,0.8228,0.7979
Support Vector Machine,BC-15,Basic+Zernike moments+LBP+Edge+Edge2,0.9243,0.9243,0.9243,0.9243,0.9138
Random Forest,BC-15,Basic+Zernike moments+LBP+Edge+Edge2,0.8912,0.8914,0.8912,0.8912,0.8729
K-Nearest Neighbors,BC-15,Basic+Zernike moments+GLCM+Edge+Edge2,0.8445,0.8587,0.8445,0.8434,0.8245
Support Vector Machine,BC-15,Basic+Zernike moments+GLCM+Edge+Edge2,0.9323,0.9323,0.9323,0.9323,0.9269
Random Forest,BC-15,Basic+Zernike moments+GLCM+Edge+Edge2,0.9049,0.9051,0.9049,0.9049,0.8844
K-Nearest Neighbors,BC-15,Basic+LBP+GLCM+Edge+Edge2,0.8187,0.8334,0.8187,0.8173,0.805
Support Vector Machine,BC-15,Basic+LBP+GLCM+Edge+Edge2,0.9033,0.9035,0.9033,0.9033,0.8813
Random Forest,BC-15,Basic+LBP+GLCM+Edge+Edge2,0.8759,0.8761,0.8759,0.8759,0.8618
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.8856,0.9,0.8856,0.8848,0.861
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9581,0.9581,0.9581,0.9581,0.9539
Random Forest,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9404,0.9405,0.9404,0.9404,0.9241
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.8904,0.9055,0.8904,0.8897,0.8689
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9605,0.9605,0.9605,0.9605,0.9519
Random Forest,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9371,0.9373,0.9371,0.9371,0.9249
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.8775,0.8917,0.8775,0.8767,0.8427
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9581,0.9581,0.9581,0.9581,0.9527
Random Forest,BC-15,Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9347,0.9349,0.9347,0.9347,0.9202
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.8751,0.8862,0.8751,0.8745,0.8507
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9565,0.9565,0.9565,0.9565,0.9484
Random Forest,BC-15,Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9267,0.9271,0.9267,0.9266,0.9178
K-Nearest Neighbors,BC-15,Enhanced Color+LBP+GLCM+Edge+Edge2,0.8469,0.8588,0.8469,0.846,0.836
Support Vector Machine,BC-15,Enhanced Color+LBP+GLCM+Edge+Edge2,0.9267,0.927,0.9267,0.9267,0.9226
Random Forest,BC-15,Enhanced Color+LBP+GLCM+Edge+Edge2,0.8904,0.8907,0.8904,0.8903,0.8892
K-Nearest Neighbors,BC-15,Zernike moments+LBP+GLCM+Edge+Edge2,0.8122,0.8302,0.8122,0.8103,0.8014
Support Vector Machine,BC-15,Zernike moments+LBP+GLCM+Edge+Edge2,0.9001,0.9001,0.9001,0.9001,0.9027
Random Forest,BC-15,Zernike moments+LBP+GLCM+Edge+Edge2,0.863,0.8632,0.863,0.863,0.8614
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.8856,0.9015,0.8856,0.8847,0.8666
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.967,0.967,0.967,0.967,0.9579
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge,0.9492,0.9492,0.9492,0.9492,0.9317
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.888,0.9048,0.888,0.8871,0.8678
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9662,0.9662,0.9662,0.9662,0.9595
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge2,0.9517,0.9517,0.9517,0.9517,0.9305
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.8799,0.8949,0.8799,0.8791,0.8527
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.9605,0.9605,0.9605,0.9605,0.9559
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+LBP+Edge+Edge2,0.95,0.9501,0.95,0.95,0.9325
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.8872,0.9002,0.8872,0.8865,0.8658
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.9662,0.9662,0.9662,0.9662,0.9575
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+GLCM+Edge+Edge2,0.95,0.9501,0.95,0.95,0.9325
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.884,0.8978,0.884,0.8832,0.8515
Support Vector Machine,BC-15,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.9613,0.9614,0.9613,0.9613,0.95
Random Forest,BC-15,Basic+Enhanced Color+LBP+GLCM+Edge+Edge2,0.9412,0.9412,0.9412,0.9412,0.9337
K-Nearest Neighbors,BC-15,Basic+Zernike moments+LBP+GLCM+Edge+Edge2,0.8324,0.8494,0.8324,0.8309,0.8149
Support Vector Machine,BC-15,Basic+Zernike moments+LBP+GLCM+Edge+Edge2,0.9331,0.9331,0.9331,0.9331,0.9257
Random Forest,BC-15,Basic+Zernike moments+LBP+GLCM+Edge+Edge2,0.8961,0.8961,0.8961,0.8961,0.8725
K-Nearest Neighbors,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.8807,0.896,0.8807,0.8799,0.8523
Support Vector Machine,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9581,0.9581,0.9581,0.9581,0.9535
Random Forest,BC-15,Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9331,0.9332,0.9331,0.9331,0.9226
K-Nearest Neighbors,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.8888,0.9043,0.8888,0.888,0.8622
Support Vector Machine,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.9662,0.9662,0.9662,0.9662,0.9575
Random Forest,BC-15,Basic+Enhanced Color+Zernike moments+LBP+GLCM+Edge+Edge2,0.95,0.9501,0.95,0.95,0.9345
K-Nearest Neighbors,Huong_thom-1,Basic,0.7537,0.7702,0.7537,0.7507,0.7759
Support Vector Machine,Huong_thom-1,Basic,0.793,0.7977,0.793,0.7925,0.8028
Random Forest,Huong_thom-1,Basic,0.7902,0.7905,0.7902,0.7902,0.798
K-Nearest Neighbors,Huong_thom-1,Enhanced Color,0.8456,0.8511,0.8456,0.8452,0.8572
Support Vector Machine,Huong_thom-1,Enhanced Color,0.906,0.9106,0.906,0.9058,0.9021
Random Forest,Huong_thom-1,Enhanced Color,0.8779,0.8787,0.8779,0.8779,0.881
K-Nearest Neighbors,Huong_thom-1,Zernike moments,0.7895,0.7986,0.7895,0.7883,0.7717
Support Vector Machine,Huong_thom-1,Zernike moments,0.8154,0.8188,0.8154,0.8152,0.7938
Random Forest,Huong_thom-1,Zernike moments,0.8084,0.8089,0.8084,0.8084,0.7814
K-Nearest Neighbors,Huong_thom-1,LBP,0.5839,0.5857,0.5839,0.5831,0.6005
Support Vector Machine,Huong_thom-1,LBP,0.6091,0.609,0.6091,0.6088,0.6295
Random Forest,Huong_thom-1,LBP,0.5881,0.5879,0.5881,0.5879,0.5967
K-Nearest Neighbors,Huong_thom-1,GLCM,0.7235,0.7375,0.7235,0.7203,0.7378
Support Vector Machine,Huong_thom-1,GLCM,0.7649,0.771,0.7649,0.764,0.7679
Random Forest,Huong_thom-1,GLCM,0.7404,0.7413,0.7404,0.7403,0.7416
K-Nearest Neighbors,Huong_thom-1,Edge,0.6996,0.7133,0.6996,0.6959,0.6814
Support Vector Machine,Huong_thom-1,Edge,0.6982,0.7208,0.6982,0.6918,0.6897
Random Forest,Huong_thom-1,Edge,0.7179,0.724,0.7179,0.7166,0.6966
K-Nearest Neighbors,Huong_thom-1,Edge2,0.6863,0.6941,0.6863,0.6841,0.6828
Support Vector Machine,Huong_thom-1,Edge2,0.6793,0.6979,0.6793,0.6732,0.6704
Random Forest,Huong_thom-1,Edge2,0.6744,0.677,0.6744,0.6738,0.6634
K-Nearest Neighbors,Huong_thom-1,Basic+Enhanced Color,0.8491,0.8596,0.8491,0.8483,0.8689
Support Vector Machine,Huong_thom-1,Basic+Enhanced Color,0.9186,0.9228,0.9186,0.9185,0.9166
Random Forest,Huong_thom-1,Basic+Enhanced Color,0.8842,0.8845,0.8842,0.8842,0.881
K-Nearest Neighbors,Huong_thom-1,Basic+Zernike moments,0.8112,0.8186,0.8112,0.8105,0.8001
Support Vector Machine,Huong_thom-1,Basic+Zernike moments,0.8589,0.8593,0.8589,0.859,0.8482
Random Forest,Huong_thom-1,Basic+Zernike moments,0.8337,0.8337,0.8337,0.8337,0.816
K-Nearest Neighbors,Huong_thom-1,Basic+LBP,0.7354,0.7553,0.7354,0.7312,0.7485
Support Vector Machine,Huong_thom-1,Basic+LBP,0.7986,0.8005,0.7986,0.7985,0.807
Random Forest,Huong_thom-1,Basic+LBP,0.7902,0.7905,0.7902,0.7902,0.7987
K-Nearest Neighbors,Huong_thom-1,Basic+GLCM,0.7705,0.7915,0.7705,0.7671,0.7828
Support Vector Machine,Huong_thom-1,Basic+GLCM,0.8267,0.8295,0.8267,0.8265,0.8388
Random Forest,Huong_thom-1,Basic+GLCM,0.793,0.7937,0.793,0.793,0.8191
K-Nearest Neighbors,Huong_thom-1,Basic+Edge,0.7544,0.7745,0.7544,0.7507,0.7575
Support Vector Machine,Huong_thom-1,Basic+Edge,0.8126,0.8149,0.8126,0.8125,0.8205
Random Forest,Huong_thom-1,Basic+Edge,0.8063,0.807,0.8063,0.8063,0.8073
K-Nearest Neighbors,Huong_thom-1,Basic+Edge2,0.7572,0.778,0.7572,0.7534,0.7541
Support Vector Machine,Huong_thom-1,Basic+Edge2,0.8028,0.8068,0.8028,0.8024,0.8091
Random Forest,Huong_thom-1,Basic+Edge2,0.793,0.7937,0.793,0.793,0.797
K-Nearest Neighbors,Huong_thom-1,Enhanced Color+Zernike moments,0.8582,0.8667,0.8582,0.8577,0.8724
Support Vector Machine,Huong_thom-1,Enhanced Color+Zernike moments,0.9207,0.9225,0.9207,0.9207,0.9177
Random Forest,Huong_thom-1,Enhanced Color+Zernike moments,0.8828,0.8831,0.8828,0.8828,0.8827
K-Nearest Neighbors,Huong_thom-1,Enhanced Color+LBP,0.8449,0.8515,0.8449,0.8444,0.8554
Support Vector Machine,Huong_thom-1,Enhanced Color+LBP,0.9074,0.9106,0.9074,0.9073,0.9115
Random Forest,Huong_thom-1,Enhanced Color+LBP,0.8758,0.8758,0.8758,0.8758,0.8796
K-Nearest Neighbors,Huong_thom-1,Enhanced Color+GLCM,0.8435,0.8509,0.8435,0.8429,0.8616
Support Vector Machine,Huong_thom-1,Enhanced Color+GLCM,0.9109,0.9138,0.9109,0.9108,0.9118
Random Forest,Huong_thom-1,Enhanced Color+GLCM,0.8744,0.8747,0.8744,0.8744,0.8824
K-Nearest Neighbors,Huong_thom-1,Enhanced Color+Edge,0.8498,0.8567,0.8498,0.8493,0.8599
Support Vector Machine,Huong_thom-1,Enhanced Color+Edge,0.906,0.9108,0.906,0.9058,0.9101
Random Forest,Huong_thom-1,Enhanced Color+Edge,0.88,0.8805,0.88,0.88,0.8831
K-Nearest Neighbors,Huong_thom-1,Enhanced Color+Edge2,0.8526,0.8563,0.8526,0.8524,0.8623
Support Vector Machine,Huong_thom-1,Enhanced Color+Edge2,0.9067,0.9105,0.9067,0.9065,0.9087
Random Forest,Huong_thom-1,Enhanced Color+Edge2,0.8737,0.8738,0.8737,0.8737,0.8821
K-Nearest Neighbors,Huong_thom-1,Zernike moments+LBP,0.786,0.7937,0.786,0.785,0.7738
Support Vector Machine,Huong_thom-1,Zernike moments+LBP,0.8211,0.8224,0.8211,0.821,0.8208
Random Forest,Huong_thom-1,Zernike moments+LBP,0.8091,0.8091,0.8091,0.8091,0.7925
K-Nearest Neighbors,Huong_thom-1,Zernike moments+GLCM,0.7811,0.804,0.7811,0.7776,0.7817
Support Vector Machine,Huong_thom-1,Zernike moments+GLCM,0.8351,0.8369,0.8351,0.835,0.8315
Random Forest,Huong_thom-1,Zernike moments+GLCM,0.8077,0.8081,0.8077,0.8077,0.8025
K-Nearest Neighbors,Huong_thom-1,Zernike moments+Edge,0.7881,0.8022,0.7881,0.7861,0.7679
Support Vector Machine,Huong_thom-1,Zernike moments+Edge,0.8316,0.8342,0.8316,0.8314,0.8111
Random Forest,Huong_thom-1,Zernike moments+Edge,0.8049,0.8054,0.8049,0.8049,0.7966
K-Nearest Neighbors,Huong_thom-1,Zernike moments+Edge2,0.7902,0.8013,0.7902,0.7887,0.7669
Support Vector Machine,Huong_thom-1,Zernike moments+Edge2,0.8218,0.8243,0.8218,0.8216,0.799
Random Forest,Huong_thom-1,Zernike moments+Edge2,0.7944,0.795,0.7944,0.7944,0.789
K-Nearest Neighbors,Huong_thom-1,LBP+GLCM,0.7277,0.7338,0.7277,0.7265,0.725
Support Vector Machine,Huong_thom-1,LBP+GLCM,0.7754,0.7765,0.7754,0.7754,0.7817
Random Forest,Huong_thom-1,LBP+GLCM,0.7382,0.7383,0.7382,0.7381,0.7561
K-Nearest Neighbors,Huong_thom-1,LBP+Edge,0.7088,0.7133,0.7088,0.7078,0.7005
Support Vector Machine,Huong_thom-1,LBP+Edge,0.7375,0.7424,0.7375,0.7367,0.743
Random Forest,Huong_thom-1,LBP+Edge,0.7404,0.7414,0.7404,0.7403,0.7233
K-Nearest Neighbors,Huong_thom-1,LBP+Edge2,0.6975,0.702,0.6975,0.6965,0.6894
Support Vector Machine,Huong_thom-1,LBP+Edge2,0.7053,0.707,0.7053,0.705,0.7337
Random Forest,Huong_thom-1,LBP+Edge2,0.7165,0.7173,0.7165,0.7164,0.7122
K-Nearest Neighbors,Huong_thom-1,GLCM+Edge,0.7446,0.7653,0.7446,0.7404,0.7316
Support Vector Machine,Huong_thom-1,GLCM+Edge,0.786,0.7898,0.786,0.7856,0.7887
Random Forest,Huong_thom-1,GLCM+Edge,0.7572,0.7582,0.7572,0.7571,0.7599
K-Nearest Neighbors,Huong_thom-1,GLCM+Edge2,0.7425,0.7629,0.7425,0.7383,0.7295
Support Vector Machine,Huong_thom-1,GLCM+Edge2,0.7825,0.7867,0.7825,0.782,0.7817
Random Forest,Huong_thom-1,GLCM+Edge2,0.7537,0.7544,0.7537,0.7537,0.7541
K-Nearest Neighbors,Huong_thom-1,Edge+Edge2,0.6968,0.7101,0.6968,0.6932,0.6821
Support Vector Machine,Huong_thom-1,Edge+Edge2,0.7025,0.7233,0.7025,0.6967,0.6901
Random Forest,Huong_thom-1,Edge+Edge2,0.7151,0.7191,0.7151,0.7143,0.6991
K-Nearest Neighbors,Huong_thom-1,Basic+Enhanced Color+Zernike moments,0.8604,0.8711,0.8604,0.8596,0.8758
Support Vector Machine,Huong_thom-1,Basic+Enhanced Color+Zernike moments,0.9319,0.9334,0.9319,0.9319,0.9232
Random Forest,Huong_thom-1,Basic+Enhanced Color+Zernike moments,0.8884,0.8888,0.8884,0.8884,0.8883
K-Nearest Neighbors,Huong_thom-1,Basic+Enhanced Color+LBP,0.8456,0.8565,0.8456,0.8447,0.8623
Support Vector Machine,Huong_thom-1,Basic+Enhanced Color+LBP,0.9165,0.9203,0.9165,0.9164,0.9194
Random Forest,Huong_thom-1,Basic+Enhanced Color+LBP,0.8835,0.8839,0.8835,0.8835,0.8827
K-Nearest Neighbors,Huong_thom-1,Basic+Enhanced Color+GLCM,0.8442,0.8562,0.8442,0.8432,0.8644
Support Vector Machine,Huong_thom-1,Basic+Enhanced Color+GLCM,0.9151,0.9179,0.9151,0.915,0.9225
Random Forest,Huong_thom-1,Basic+Enhanced Color+GLCM,0.8891,0.8896,0.8891,0.8891,0.8876
K-Nearest Neighbors,Huong_thom-1,Basic+Enhanced Color+Edge,0.8505,0.8625,0.8505,0.8496,0.8665
Support Vector Machine,Huong_thom-1,Basic+Enhanced Color+Edge,0.9116,0.9153,0.9116,0.9115,0.918
Random Forest,Huong_thom-1,Basic+Enhanced Color+Edge,0.8779,0.8782,0.8779,0.8779,0.8886
K-Nearest Neighbors,Huong_thom-1,Basic+Enhanced Color+Edge2,0.8505,0.86,0.8505,0.8498,0.8665
Support Vector Machine,Huong_thom-1,Basic+Enhanced Color+Edge2,0.9123,0.9163,0.9123,0.9122,0.9187
Random Forest,Huong_thom-1,Basic+Enhanced Color+Edge2,0.8835,0.8838,0.8835,0.8835,0.8893
K-Nearest Neighbors,Huong_thom-1,Basic+Zernike moments+LBP,0.7853,0.7971,0.7853,0.7836,0.7838
Support Vector Machine,Huong_thom-1,Basic+Zernike moments+LBP,0.8477,0.8479,0.8477,0.8477,0.843
Random Forest,Huong_thom-1,Basic+Zernike moments+LBP,0.8358,0.8358,0.8358,0.8358,0.8194
K-Nearest Neighbors,Huong_thom-1,Basic+Zernike moments+GLCM,0.814,0.8295,0.814,0.8123,0.7983
Support Vector Machine,Huong_thom-1,Basic+Zernike moments+GLCM,0.8526,0.8534,0.8526,0.8526,0.8627
Random Forest,Huong_thom-1,Basic+Zernike moments+GLCM,0.8393,0.8394,0.8393,0.8393,0.8309
K-Nearest Neighbors,Huong_thom-1,Basic+Zernike moments+Edge,0.8,0.8118,0.8,0.7986,0.7966
Support Vector Machine,Huong_thom-1,Basic+Zernike moments+Edge,0.8632,0.8642,0.8632,0.8631,0.8492
Random Forest,Huong_thom-1,Basic+Zernike moments+Edge,0.8358,0.8358,0.8358,0.8358,0.8191
K-Nearest Neighbors,Huong_thom-1,Basic+Zernike moments+Edge2,0.8049,0.8157,0.8049,0.8037,0.8032
Support Vector Machine,Huong_thom-1,Basic+Zernike moments+Edge2,0.8533,0.854,0.8533,0.8533,0.8405
Random Forest,Huong_thom-1,Basic+Zernike moments+Edge2,0.8274,0.8274,0.8274,0.8274,0.8232
K-Nearest Neighbors,Huong_thom-1,Basic+LBP+GLCM,0.7502,0.7696,0.7502,0.7465,0.7672
